Brand,Year,Card Number,Player,Team,Price,Avg Ebay Price,All Card Data,Count,Median Listed Price,Cheapest Price,Most Expensive Price,Buy It Now Count,Buy It Now Avg,Auct Count,Act Avg,Query,Confidence level,,,Rarity,,
Topps Archive (1991),1953,5,Joe Dobson,Chicago White Sox,$0.20,$1.79,Topps Archive (1991)|1953|5|Joe Dobson|Chicago White Sox,16,$1.99,$1.00,$2.88,16,$1.79,$0.00,N/A,Query: 1953 Topps Archive (1991) Joe Dobson | Found: 26 | Used: 16 | API: 1 | Outliers: 0,High Confidence,Market Data,10/25/2025,Uncommon,0.4x,Moderate (±28%)
Topps,1989,562,Danny Cox,St. Louis Cardinals,$0.08,$1.63,Topps|1989|562|Danny Cox|St. Louis Cardinals,100,$1.65,$0.99,$3.16,100,$1.63,$0.00,N/A,Query: 1989 Topps Danny Cox (broad) | Found: 200 | Used: 100 | API: 2 | Outliers: 8,High Confidence,Market Data,10/25/2025,Common,6.5x,Moderate (±34%)
Topps,1989,563,Bill Schroeder,Milwaukee Brewers,$0.05,$1.64,Topps|1989|563|Bill Schroeder|Milwaukee Brewers,96,$1.69,$0.99,$2.51,96,$1.64,$0.00,N/A,Query: 1989 Topps Bill Schroeder (broad) | Found: 200 | Used: 96 | API: 2 | Outliers: 0,High Confidence,Market Data,10/25/2025,Common,6.6x,Moderate (±26%)
Topps,1989,564,Russ Nixon,Atlanta Braves,$0.20,$1.61,Topps|1989|564|Russ Nixon|Atlanta Braves,115,$1.65,$0.99,$3.00,115,$1.61,$0.00,N/A,Query: 1989 Topps Russ Nixon (broad) | Found: 200 | Used: 115 | API: 2 | Outliers: 2,High Confidence,Market Data,10/25/2025,Common,6.4x,Moderate (±31%)
Topps,1989,565,Jeff Russell,Texas Rangers,$0.05,$1.55,Topps|1989|565|Jeff Russell|Texas Rangers,91,$1.64,$0.99,$2.25,91,$1.55,$0.00,N/A,Query: 1989 Topps Jeff Russell (broad) | Found: 200 | Used: 91 | API: 2 | Outliers: 0,High Confidence,Market Data,10/25/2025,Common,6.2x,Moderate (±27%)
Topps,1989,569,German Jimenez,Atlanta Braves,$0.07,$1.60,Topps|1989|569|German Jimenez|Atlanta Braves,96,$1.54,$0.99,$3.00,96,$1.60,$0.00,N/A,Query: 1989 Topps German Jimenez (broad) | Found: 195 | Used: 96 | API: 2 | Outliers: 12,High Confidence,Market Data,10/25/2025,Common,6.4x,Moderate (±35%)
Topps,1989,574,Dave Clark,Cleveland Indians,$0.10,$1.62,Topps|1989|574|Dave Clark|Cleveland Indians,93,$1.64,$0.99,$3.16,93,$1.62,$0.00,N/A,Query: 1989 Topps Dave Clark (broad) | Found: 200 | Used: 93 | API: 2 | Outliers: 9,High Confidence,Market Data,10/25/2025,Common,6.5x,Moderate (±33%)
Topps,1989,574,Dave Clark,Cleveland Indians,$0.10,$1.62,Topps|1989|574|Dave Clark|Cleveland Indians,93,$1.64,$0.99,$3.16,93,$1.62,$0.00,N/A,Query: 1989 Topps Dave Clark (broad) | Found: 200 | Used: 93 | API: 2 | Outliers: 9,High Confidence,Market Data,10/25/2025,Common,6.5x,Moderate (±33%)
Topps,1989,574,Dave Clark,Cleveland Indians,$0.10,$1.62,Topps|1989|574|Dave Clark|Cleveland Indians,92,$1.65,$0.99,$3.16,92,$1.62,$0.00,N/A,Query: 1989 Topps Dave Clark (broad) | Found: 200 | Used: 92 | API: 2 | Outliers: 9,High Confidence,Market Data,10/25/2025,Common,6.5x,Moderate (±33%)
Topps,1989,577,Randy Bush,Minnesota Twins,$0.05,$1.46,Topps|1989|577|Randy Bush|Minnesota Twins,97,$1.50,$0.99,$2.25,97,$1.46,$0.00,N/A,Query: 1989 Topps Randy Bush (broad) | Found: 200 | Used: 97 | API: 2 | Outliers: 0,High Confidence,Market Data,10/25/2025,Common,5.8x,Moderate (±29%)
Topps,1989,580,Harold Reynolds,Seattle Mariners,$0.10,$1.39,Topps|1989|580|Harold Reynolds|Seattle Mariners,59,$1.49,$0.99,$1.69,59,$1.39,$0.00,N/A,Query: 1989 Topps Harold Reynolds (broad) | Found: 200 | Used: 59 | API: 2 | Outliers: 0,High Confidence,Market Data,10/25/2025,Common,5.6x,Stable (±17%)
Topps,1989,581,Gene Nelson,Oakland Athletics,$0.05,$1.54,Topps|1989|581|Gene Nelson|Oakland Athletics,100,$1.65,$0.99,$2.25,100,$1.54,$0.00,N/A,Query: 1989 Topps Gene Nelson (broad) | Found: 200 | Used: 100 | API: 2 | Outliers: 0,High Confidence,Market Data,10/25/2025,Common,6.2x,Moderate (±25%)
Topps,1989,585,Harold Baines,Chicago White Sox,$0.18,$1.12,Topps|1989|585|Harold Baines|Chicago White Sox,8,$1.15,$0.99,$1.25,8,$1.12,$0.00,N/A,Query: 1989 Topps Harold Baines (broad) | Found: 200 | Used: 8 | API: 2 | Outliers: 0,High Confidence,Market Data,10/25/2025,Scarce,4.5x,Stable (±8%)
Topps,1989,586,Joe Boever,Atlanta Braves,$0.05,$1.60,Topps|1989|586|Joe Boever|Atlanta Braves,100,$1.55,$0.99,$3.28,100,$1.60,$0.00,N/A,Query: 1989 Topps Joe Boever (broad) | Found: 200 | Used: 100 | API: 2 | Outliers: 5,High Confidence,Market Data,10/25/2025,Common,6.4x,Moderate (±34%)
Topps,1989,589,Dave Meads,Houston Astros,$0.05,$1.60,Topps|1989|589|Dave Meads|Houston Astros,105,$1.59,$0.99,$2.99,105,$1.60,$0.00,N/A,Query: 1989 Topps Dave Meads (broad) | Found: 200 | Used: 105 | API: 2 | Outliers: 11,High Confidence,Market Data,10/25/2025,Common,6.4x,Moderate (±30%)
Topps,1989,590,Andres Galarraga,Montreal Expos,$0.10,$1.40,Topps|1989|590|Andres Galarraga|Montreal Expos,109,$1.49,$0.99,$1.70,109,$1.40,$0.00,N/A,Query: 1989 Topps Andres Galarraga (broad) | Found: 200 | Used: 109 | API: 2 | Outliers: 0,High Confidence,Market Data,10/25/2025,Common,5.6x,Stable (±18%)
Topps,1989,590,Andres Galarraga,Montreal Expos,$0.10,$1.40,Topps|1989|590|Andres Galarraga|Montreal Expos,109,$1.49,$0.99,$1.70,109,$1.40,$0.00,N/A,Query: 1989 Topps Andres Galarraga (broad) | Found: 200 | Used: 109 | API: 2 | Outliers: 0,High Confidence,Market Data,10/25/2025,Common,5.6x,Stable (±18%)
Topps,1989,591,Jeff Musselman,Toronto Blue Jays,$0.07,$1.56,Topps|1989|591|Jeff Musselman|Toronto Blue Jays,87,$1.69,$0.99,$2.25,87,$1.56,$0.00,N/A,Query: 1989 Topps Jeff Musselman (broad) | Found: 200 | Used: 87 | API: 2 | Outliers: 0,High Confidence,Market Data,10/25/2025,Common,6.2x,Moderate (±28%)
Topps,1989,592,John Cangelosi,Pittsburgh Pirates,$0.05,$1.62,Topps|1989|592|John Cangelosi|Pittsburgh Pirates,93,$1.59,$0.99,$3.00,93,$1.62,$0.00,N/A,Query: 1989 Topps John Cangelosi (broad) | Found: 200 | Used: 93 | API: 2 | Outliers: 10,High Confidence,Market Data,10/25/2025,Common,6.5x,Moderate (±34%)
Topps,1989,592,John Cangelosi,Pittsburgh Pirates,$0.05,$1.62,Topps|1989|592|John Cangelosi|Pittsburgh Pirates,93,$1.59,$0.99,$3.00,93,$1.62,$0.00,N/A,Query: 1989 Topps John Cangelosi (broad) | Found: 200 | Used: 93 | API: 2 | Outliers: 10,High Confidence,Market Data,10/25/2025,Common,6.5x,Moderate (±34%)
Topps,1989,592,John Cangelosi,Pittsburgh Pirates,$0.05,$1.62,Topps|1989|592|John Cangelosi|Pittsburgh Pirates,93,$1.59,$0.99,$3.00,93,$1.62,$0.00,N/A,Query: 1989 Topps John Cangelosi (broad) | Found: 200 | Used: 93 | API: 2 | Outliers: 10,High Confidence,Market Data,10/25/2025,Common,6.5x,Moderate (±34%)
Topps,1989,593,Drew Hall,Chicago Cubs,$0.05,$1.51,Topps|1989|593|Drew Hall|Chicago Cubs,89,$1.50,$0.99,$2.51,89,$1.51,$0.00,N/A,Query: 1989 Topps Drew Hall (broad) | Found: 200 | Used: 89 | API: 2 | Outliers: 0,High Confidence,Market Data,10/25/2025,Common,6.0x,Moderate (±28%)
Topps,1989,596,Kurt Stillwell,Kansas City Royals,$0.05,$1.49,Topps|1989|596|Kurt Stillwell|Kansas City Royals,83,$1.55,$0.99,$2.25,83,$1.49,$0.00,N/A,Query: 1989 Topps Kurt Stillwell (broad) | Found: 200 | Used: 83 | API: 2 | Outliers: 0,High Confidence,Market Data,10/25/2025,Common,6.0x,Moderate (±29%)
Topps,1989,601,Dave Dravecky,San Francisco Giants,$0.05,$1.67,Topps|1989|601|Dave Dravecky|San Francisco Giants,96,$1.65,$0.99,$3.15,96,$1.67,$0.00,N/A,Query: 1989 Topps Dave Dravecky (broad) | Found: 200 | Used: 96 | API: 2 | Outliers: 3,High Confidence,"Market Data (0 graded, 1 parallel adjusted)",10/25/2025,Common,6.7x,Moderate (±33%)
Topps,1989,602,Devon White,Anaheim Angels,$0.10,$1.40,Topps|1989|602|Devon White|Anaheim Angels,108,$1.49,$0.49,$1.99,108,$1.40,$0.00,N/A,Query: 1989 Topps Devon White (broad) | Found: 200 | Used: 108 | API: 2 | Outliers: 0,High Confidence,"Market Data (0 graded, 10 parallel adjusted)",10/25/2025,Common,5.6x,Moderate (±30%)
Topps,1989,602,Devon White,Anaheim Angels,$0.10,$1.40,Topps|1989|602|Devon White|Anaheim Angels,108,$1.49,$0.49,$1.99,108,$1.40,$0.00,N/A,Query: 1989 Topps Devon White (broad) | Found: 200 | Used: 108 | API: 2 | Outliers: 0,High Confidence,"Market Data (0 graded, 10 parallel adjusted)",10/25/2025,Common,5.6x,Moderate (±30%)
Topps,1989,606,Rick Dempsey,Los Angeles Dodgers,$0.05,$1.52,Topps|1989|606|Rick Dempsey|Los Angeles Dodgers,106,$1.59,$0.99,$2.25,106,$1.52,$0.00,N/A,Query: 1989 Topps Rick Dempsey (broad) | Found: 200 | Used: 106 | API: 2 | Outliers: 0,High Confidence,Market Data,10/25/2025,Common,6.1x,Moderate (±27%)
Topps,1989,608,Phil Bradley,Philadelphia Phillies,$0.05,$1.38,Topps|1989|608|Phil Bradley|Philadelphia Phillies,91,$1.48,$0.49,$1.99,91,$1.38,$0.00,N/A,Query: 1989 Topps Phil Bradley (broad) | Found: 200 | Used: 91 | API: 2 | Outliers: 0,High Confidence,"Market Data (0 graded, 8 parallel adjusted)",10/25/2025,Common,5.5x,Moderate (±29%)
Topps,1989,612,Dan Quisenberry,St. Louis Cardinals,$0.06,$1.60,Topps|1989|612|Dan Quisenberry|St. Louis Cardinals,101,$1.59,$0.50,$3.00,101,$1.60,$0.00,N/A,Query: 1989 Topps Dan Quisenberry (broad) | Found: 200 | Used: 101 | API: 2 | Outliers: 1,High Confidence,"Market Data (0 graded, 1 parallel adjusted)",10/25/2025,Common,6.4x,Moderate (±32%)
Topps,1989,614,Joe Hesketh,Montreal Expos,$0.05,$1.59,Topps|1989|614|Joe Hesketh|Montreal Expos,112,$1.49,$0.99,$3.00,112,$1.59,$0.00,N/A,Query: 1989 Topps Joe Hesketh (broad) | Found: 200 | Used: 112 | API: 2 | Outliers: 0,High Confidence,Market Data,10/25/2025,Common,6.4x,Moderate (±31%)
Topps,1989,615,Robin Yount,Milwaukee Brewers,$0.18,$1.37,Topps|1989|615|Robin Yount|Milwaukee Brewers,123,$1.49,$0.49,$1.73,123,$1.37,$0.00,N/A,Query: 1989 Topps Robin Yount (broad) | Found: 200 | Used: 123 | API: 2 | Outliers: 0,High Confidence,"Market Data (0 graded, 8 parallel adjusted)",10/25/2025,Common,5.5x,Moderate (±22%)
Topps,1989,615,Robin Yount,Milwaukee Brewers,$0.18,$1.37,Topps|1989|615|Robin Yount|Milwaukee Brewers,123,$1.49,$0.49,$1.73,123,$1.37,$0.00,N/A,Query: 1989 Topps Robin Yount (broad) | Found: 200 | Used: 123 | API: 2 | Outliers: 0,High Confidence,"Market Data (0 graded, 8 parallel adjusted)",10/25/2025,Common,5.5x,Moderate (±22%)
Topps,1989,616,Steve Rosenberg,Chicago White Sox,$0.05,$1.61,Topps|1989|616|Steve Rosenberg|Chicago White Sox,117,$1.60,$0.99,$3.00,117,$1.61,$0.00,N/A,Query: 1989 Topps Steve Rosenberg (broad) | Found: 200 | Used: 117 | API: 2 | Outliers: 1,High Confidence,Market Data,10/25/2025,Common,6.4x,Moderate (±31%)
Topps,1989,616,Steve Rosenberg,Chicago White Sox,$0.05,$1.61,Topps|1989|616|Steve Rosenberg|Chicago White Sox,117,$1.60,$0.99,$3.00,117,$1.61,$0.00,N/A,Query: 1989 Topps Steve Rosenberg (broad) | Found: 200 | Used: 117 | API: 2 | Outliers: 1,High Confidence,Market Data,10/25/2025,Common,6.4x,Moderate (±31%)
Topps,1989,623,Fred Toliver,Minnesota Twins,$0.08,$1.57,Topps|1989|623|Fred Toliver|Minnesota Twins,107,$1.49,$0.99,$3.00,107,$1.57,$0.00,N/A,Query: 1989 Topps Fred Toliver (broad) | Found: 200 | Used: 107 | API: 2 | Outliers: 0,High Confidence,Market Data,10/25/2025,Common,6.3x,Moderate (±34%)
Topps,1989,624,Jack McKeon,San Diego Padres,$0.10,$1.62,Topps|1989|624|Jack McKeon|San Diego Padres,105,$1.59,$0.99,$3.00,105,$1.62,$0.00,N/A,Query: 1989 Topps Jack McKeon (broad) | Found: 200 | Used: 105 | API: 2 | Outliers: 1,High Confidence,Market Data,10/25/2025,Common,6.5x,Moderate (±30%)
Topps,1989,624,Jack McKeon,San Diego Padres,$0.10,$1.62,Topps|1989|624|Jack McKeon|San Diego Padres,105,$1.59,$0.99,$3.00,105,$1.62,$0.00,N/A,Query: 1989 Topps Jack McKeon (broad) | Found: 200 | Used: 105 | API: 2 | Outliers: 1,High Confidence,Market Data,10/25/2025,Common,6.5x,Moderate (±30%)
Topps,1989,626,Jeff Reed,Cincinnati Reds,$0.13,$1.57,Topps|1989|626|Jeff Reed|Cincinnati Reds,107,$1.55,$0.99,$3.00,107,$1.57,$0.00,N/A,Query: 1989 Topps Jeff Reed (broad) | Found: 200 | Used: 107 | API: 2 | Outliers: 0,High Confidence,Market Data,10/25/2025,Common,6.3x,Moderate (±27%)
Topps,1989,628,Matt Williams,San Francisco Giants,$0.18,$1.07,Topps|1989|628|Matt Williams|San Francisco Giants,3,$1.10,$0.99,$1.11,3,$1.07,$0.00,N/A,Query: 1989 Topps Matt Williams (broad) | Found: 200 | Used: 3 | API: 2 | Outliers: 0,High Confidence,Market Data,10/25/2025,Rare,4.3x,Stable (±5%)
Topps,1989,628,Matt Williams,San Francisco Giants,$0.18,$1.07,Topps|1989|628|Matt Williams|San Francisco Giants,3,$1.10,$0.99,$1.11,3,$1.07,$0.00,N/A,Query: 1989 Topps Matt Williams (broad) | Found: 200 | Used: 3 | API: 2 | Outliers: 0,High Confidence,Market Data,10/25/2025,Rare,4.3x,Stable (±5%)
Topps,1989,628,Matt Williams,San Francisco Giants,$0.18,$1.07,Topps|1989|628|Matt Williams|San Francisco Giants,3,$1.10,$0.99,$1.11,3,$1.07,$0.00,N/A,Query: 1989 Topps Matt Williams (broad) | Found: 200 | Used: 3 | API: 2 | Outliers: 0,High Confidence,Market Data,10/25/2025,Rare,4.3x,Stable (±5%)
Topps,1989,628,Matt Williams,San Francisco Giants,$0.18,$1.07,Topps|1989|628|Matt Williams|San Francisco Giants,3,$1.10,$0.99,$1.11,3,$1.07,$0.00,N/A,Query: 1989 Topps Matt Williams (broad) | Found: 200 | Used: 3 | API: 2 | Outliers: 0,High Confidence,Market Data,10/25/2025,Rare,4.3x,Stable (±5%)
Topps,1989,636,Bill Wilkinson,Seattle Mariners,$0.05,$1.59,Topps|1989|636|Bill Wilkinson|Seattle Mariners,111,$1.50,$0.99,$3.00,111,$1.59,$0.00,N/A,Query: 1989 Topps Bill Wilkinson (broad) | Found: 200 | Used: 111 | API: 2 | Outliers: 6,High Confidence,Market Data,10/25/2025,Common,6.4x,Moderate (±28%)
Topps,1989,642,Argenis Salazar,Chicago Cubs,$0.05,$1.57,Topps|1989|642|Argenis Salazar|Chicago Cubs,117,$1.49,$0.99,$3.16,117,$1.57,$0.00,N/A,Query: 1989 Topps Argenis Salazar (broad) | Found: 200 | Used: 117 | API: 2 | Outliers: 6,High Confidence,Market Data,10/25/2025,Common,6.3x,Moderate (±32%)
Topps,1989,642,Argenis Salazar,Chicago Cubs,$0.05,$1.57,Topps|1989|642|Argenis Salazar|Chicago Cubs,117,$1.49,$0.99,$3.16,117,$1.57,$0.00,N/A,Query: 1989 Topps Argenis Salazar (broad) | Found: 200 | Used: 117 | API: 2 | Outliers: 6,High Confidence,Market Data,10/25/2025,Common,6.3x,Moderate (±32%)
Topps,1989,642,Argenis Salazar,Chicago Cubs,$0.05,$1.57,Topps|1989|642|Argenis Salazar|Chicago Cubs,117,$1.49,$0.99,$3.16,117,$1.57,$0.00,N/A,Query: 1989 Topps Argenis Salazar (broad) | Found: 200 | Used: 117 | API: 2 | Outliers: 6,High Confidence,Market Data,10/25/2025,Common,6.3x,Moderate (±32%)
Topps,1989,645,Jack Morris,Detroit Tigers,$0.99,$1.21,Topps|1989|645|Jack Morris|Detroit Tigers,7,$1.19,$1.19,$1.25,7,$1.21,$0.00,N/A,Query: 1989 Topps Jack Morris (broad) | Found: 200 | Used: 7 | API: 2 | Outliers: 0,High Confidence,Market Data,10/25/2025,Scarce,4.8x,Stable (±2%)
Topps,1989,646,Kevin Bass,Houston Astros,$0.05,$1.38,Topps|1989|646|Kevin Bass|Houston Astros,106,$1.49,$0.49,$2.39,106,$1.38,$0.00,N/A,Query: 1989 Topps Kevin Bass (broad) | Found: 200 | Used: 106 | API: 2 | Outliers: 0,High Confidence,"Market Data (0 graded, 13 parallel adjusted)",10/25/2025,Common,5.5x,Moderate (±33%)
Topps,1989,648,"Sandy Alomar, Jr",San Diego Padres,$1.00,$1.35,"Topps|1989|648|Sandy Alomar, Jr|San Diego Padres",152,$1.27,$0.49,$2.25,152,$1.35,$0.00,N/A,"Query: 1989 Topps Sandy Alomar, Jr (broad) | Found: 200 | Used: 152 | API: 2 | Outliers: 0",High Confidence,"Market Data (0 graded, 5 parallel adjusted)",10/25/2025,Common,5.4x,Moderate (±31%)
Topps,1989,653,Tommy Barrett,Philadelphia Phillies,$0.05,$1.60,Topps|1989|653|Tommy Barrett|Philadelphia Phillies,114,$1.57,$0.99,$3.00,114,$1.60,$0.00,N/A,Query: 1989 Topps Tommy Barrett (broad) | Found: 200 | Used: 114 | API: 2 | Outliers: 0,High Confidence,Market Data,10/25/2025,Common,6.4x,Moderate (±29%)
Topps,1989,654,Whitey Herzog,St. Louis Cardinals,$0.99,$1.53,Topps|1989|654|Whitey Herzog|St. Louis Cardinals,130,$1.50,$0.99,$2.25,130,$1.53,$0.00,N/A,Query: 1989 Topps Whitey Herzog (broad) | Found: 200 | Used: 130 | API: 2 | Outliers: 0,High Confidence,Market Data,10/25/2025,Common,6.1x,Moderate (±27%)
Topps,1989,656,Ivan Calderon,Chicago White Sox,$0.05,$1.48,Topps|1989|656|Ivan Calderon|Chicago White Sox,98,$1.49,$0.99,$2.24,98,$1.48,$0.00,N/A,Query: 1989 Topps Ivan Calderon (broad) | Found: 200 | Used: 98 | API: 2 | Outliers: 0,High Confidence,Market Data,10/25/2025,Common,5.9x,Moderate (±27%)
Topps,1989,657,Joe Magrane,St. Louis Cardinals,$0.05,$1.52,Topps|1989|657|Joe Magrane|St. Louis Cardinals,92,$1.54,$0.99,$2.10,92,$1.52,$0.00,N/A,Query: 1989 Topps Joe Magrane (broad) | Found: 200 | Used: 92 | API: 2 | Outliers: 0,High Confidence,Market Data,10/25/2025,Common,6.1x,Moderate (±24%)
Topps,1989,660,Will Clark,San Francisco Giants,$2.25,$1.43,Topps|1989|660|Will Clark|San Francisco Giants,99,$1.50,$0.99,$1.73,99,$1.43,$0.00,N/A,Query: 1989 Topps Will Clark (broad) | Found: 200 | Used: 99 | API: 2 | Outliers: 0,High Confidence,Market Data,10/25/2025,Common,5.7x,Stable (±17%)
Topps,1989,663,Hank Aaron,Atlanta Braves,$0.99,$1.45,Topps|1989|663|Hank Aaron|Atlanta Braves,144,$1.55,$0.59,$1.79,144,$1.45,$0.00,N/A,Query: 1989 Topps Hank Aaron (broad) | Found: 200 | Used: 144 | API: 2 | Outliers: 0,High Confidence,"Market Data (0 graded, 5 parallel adjusted)",10/25/2025,Common,5.8x,Moderate (±22%)
Topps,1989,664,Gil Hodges,New York Mets,$1.25,$1.44,Topps|1989|664|Gil Hodges|New York Mets,84,$1.50,$0.88,$1.79,84,$1.44,$0.00,N/A,Query: 1989 Topps Gil Hodges (broad) | Found: 200 | Used: 84 | API: 2 | Outliers: 0,High Confidence,"Market Data (0 graded, 1 parallel adjusted)",10/25/2025,Common,5.8x,Moderate (±21%)
Topps,1989,664,Gil Hodges,New York Mets,$1.25,$1.44,Topps|1989|664|Gil Hodges|New York Mets,84,$1.50,$0.88,$1.79,84,$1.44,$0.00,N/A,Query: 1989 Topps Gil Hodges (broad) | Found: 200 | Used: 84 | API: 2 | Outliers: 0,High Confidence,"Market Data (0 graded, 1 parallel adjusted)",10/25/2025,Common,5.8x,Moderate (±21%)
Topps,1989,666,Randy St. Clair,Cincinnati Reds,$0.05,$1.58,Topps|1989|666|Randy St. Clair|Cincinnati Reds,111,$1.50,$0.99,$2.99,111,$1.58,$0.00,N/A,Query: 1989 Topps Randy St. Clair (broad) | Found: 200 | Used: 111 | API: 2 | Outliers: 5,High Confidence,Market Data,10/25/2025,Common,6.3x,Moderate (±29%)
Topps,1989,671,Jim Gantner,Milwaukee Brewers,$0.05,$1.48,Topps|1989|671|Jim Gantner|Milwaukee Brewers,101,$1.49,$0.99,$2.25,101,$1.48,$0.00,N/A,Query: 1989 Topps Jim Gantner (broad) | Found: 200 | Used: 101 | API: 2 | Outliers: 0,High Confidence,Market Data,10/25/2025,Common,5.9x,Moderate (±28%)
Topps,1989,673,Don Baylor,Oakland Athletics,$0.10,$1.43,Topps|1989|673|Don Baylor|Oakland Athletics,118,$1.50,$0.49,$2.26,118,$1.43,$0.00,N/A,Query: 1989 Topps Don Baylor (broad) | Found: 200 | Used: 118 | API: 2 | Outliers: 0,High Confidence,"Market Data (0 graded, 16 parallel adjusted)",10/25/2025,Common,5.7x,Moderate (±33%)
Topps,1989,674,Otis Nixon,Montreal Expos,$0.05,$1.48,Topps|1989|674|Otis Nixon|Montreal Expos,94,$1.50,$0.99,$2.25,94,$1.48,$0.00,N/A,Query: 1989 Topps Otis Nixon (broad) | Found: 200 | Used: 94 | API: 2 | Outliers: 0,High Confidence,Market Data,10/25/2025,Common,5.9x,Moderate (±27%)
Topps,1989,674,Otis Nixon,Montreal Expos,$0.05,$1.48,Topps|1989|674|Otis Nixon|Montreal Expos,94,$1.50,$0.99,$2.25,94,$1.48,$0.00,N/A,Query: 1989 Topps Otis Nixon (broad) | Found: 200 | Used: 94 | API: 2 | Outliers: 0,High Confidence,Market Data,10/25/2025,Common,5.9x,Moderate (±27%)
Topps,1989,674,Otis Nixon,Montreal Expos,$0.05,$1.48,Topps|1989|674|Otis Nixon|Montreal Expos,94,$1.50,$0.99,$2.25,94,$1.48,$0.00,N/A,Query: 1989 Topps Otis Nixon (broad) | Found: 200 | Used: 94 | API: 2 | Outliers: 0,High Confidence,Market Data,10/25/2025,Common,5.9x,Moderate (±27%)
Topps,1989,676,Ernie Riles,San Francisco Giants,$0.13,$1.52,Topps|1989|676|Ernie Riles|San Francisco Giants,108,$1.50,$0.99,$2.99,108,$1.52,$0.00,N/A,Query: 1989 Topps Ernie Riles (broad) | Found: 200 | Used: 108 | API: 2 | Outliers: 0,High Confidence,Market Data,10/25/2025,Common,6.1x,Moderate (±29%)
Topps,1989,676,Ernie Riles,San Francisco Giants,$0.13,$1.52,Topps|1989|676|Ernie Riles|San Francisco Giants,108,$1.50,$0.99,$2.99,108,$1.52,$0.00,N/A,Query: 1989 Topps Ernie Riles (broad) | Found: 200 | Used: 108 | API: 2 | Outliers: 0,High Confidence,Market Data,10/25/2025,Common,6.1x,Moderate (±29%)
Topps,1989,677,Dave Schmidt,Baltimore Orioles,$0.17,$1.53,Topps|1989|677|Dave Schmidt|Baltimore Orioles,102,$1.59,$0.99,$2.25,102,$1.53,$0.00,N/A,Query: 1989 Topps Dave Schmidt (broad) | Found: 200 | Used: 102 | API: 2 | Outliers: 0,High Confidence,Market Data,10/25/2025,Common,6.1x,Moderate (±26%)
Topps,1989,678,Dion James,Atlanta Braves,$0.05,$1.49,Topps|1989|678|Dion James|Atlanta Braves,96,$1.49,$0.99,$2.25,96,$1.49,$0.00,N/A,Query: 1989 Topps Dion James (broad) | Found: 200 | Used: 96 | API: 2 | Outliers: 0,High Confidence,Market Data,10/25/2025,Common,6.0x,Moderate (±27%)
Topps,1989,679,Willie Fraser,Anaheim Angels,$0.05,$1.56,Topps|1989|679|Willie Fraser|Anaheim Angels,109,$1.55,$0.99,$2.69,109,$1.56,$0.00,N/A,Query: 1989 Topps Willie Fraser (broad) | Found: 200 | Used: 109 | API: 2 | Outliers: 0,High Confidence,Market Data,10/25/2025,Common,6.2x,Moderate (±27%)
Topps,1989,679,Willie Fraser,Anaheim Angels,$0.05,$1.56,Topps|1989|679|Willie Fraser|Anaheim Angels,109,$1.55,$0.99,$2.69,109,$1.56,$0.00,N/A,Query: 1989 Topps Willie Fraser (broad) | Found: 200 | Used: 109 | API: 2 | Outliers: 0,High Confidence,Market Data,10/25/2025,Common,6.2x,Moderate (±27%)
Topps,1989,682,Rick Leach,Toronto Blue Jays,$0.05,$1.41,Topps|1989|682|Rick Leach|Toronto Blue Jays,88,$1.49,$0.99,$1.99,88,$1.41,$0.00,N/A,Query: 1989 Topps Rick Leach (broad) | Found: 200 | Used: 88 | API: 2 | Outliers: 0,High Confidence,Market Data,10/25/2025,Common,5.6x,Moderate (±24%)
Topps,1989,684,Dave Johnson,New York Mets,$0.05,$1.55,Topps|1989|684|Dave Johnson|New York Mets,98,$1.49,$0.99,$3.00,98,$1.55,$0.00,N/A,Query: 1989 Topps Dave Johnson (broad) | Found: 200 | Used: 98 | API: 2 | Outliers: 5,High Confidence,Market Data,10/25/2025,Common,6.2x,Moderate (±31%)
Topps,1989,684,Dave Johnson,New York Mets,$0.05,$1.55,Topps|1989|684|Dave Johnson|New York Mets,98,$1.49,$0.99,$3.00,98,$1.55,$0.00,N/A,Query: 1989 Topps Dave Johnson (broad) | Found: 200 | Used: 98 | API: 2 | Outliers: 5,High Confidence,Market Data,10/25/2025,Common,6.2x,Moderate (±31%)
Topps,1989,685,Jeff Treadway,Cincinnati Reds,$0.18,$1.43,Topps|1989|685|Jeff Treadway|Cincinnati Reds,99,$1.49,$0.99,$1.99,99,$1.43,$0.00,N/A,Query: 1989 Topps Jeff Treadway (broad) | Found: 200 | Used: 99 | API: 2 | Outliers: 0,High Confidence,Market Data,10/25/2025,Common,5.7x,Moderate (±24%)
Topps,1989,688,Zane Smith,Atlanta Braves,$0.05,$1.55,Topps|1989|688|Zane Smith|Atlanta Braves,96,$1.50,$0.99,$2.25,96,$1.55,$0.00,N/A,Query: 1989 Topps Zane Smith (broad) | Found: 200 | Used: 96 | API: 2 | Outliers: 0,High Confidence,Market Data,10/25/2025,Common,6.2x,Moderate (±27%)
Topps,1989,690,Doug Jones,Cleveland Indians,$0.05,$1.36,Topps|1989|690|Doug Jones|Cleveland Indians,103,$1.46,$0.63,$1.79,103,$1.36,$0.00,N/A,Query: 1989 Topps Doug Jones (broad) | Found: 200 | Used: 103 | API: 2 | Outliers: 0,High Confidence,"Market Data (0 graded, 1 parallel adjusted)",10/25/2025,Common,5.4x,Moderate (±21%)
